0.000000000000000000e+00,7.962529274004684354e-02,2.482269503546099265e-01,9.608540925266903510e-02,4.702970297029702984e-02,5.112781954887218178e-02,1.060171919770773602e-01,5.688073394495413160e-02,5.158264947245017745e-02,1.025641025641025605e-01,1.302325581395348819e-01,1.059602649006622516e-01,1.268292682926829285e-01,8.211143695014662403e-02,6.345177664974618881e-02,4.938271604938271331e-02,7.675438596491228338e-02,1.608695652173912916e-01,5.839416058394160391e-02,7.936507936507936067e-02,7.675438596491228338e-02,7.633587786259542207e-02,1.390374331550802145e-01,4.718217562254259367e-02,6.804733727810650945e-02,5.190839694656488451e-02,3.736263736263736313e-01,8.502024291497975450e-02,1.311475409836065642e-01,7.246376811594203160e-02,7.006369426751592189e-02,1.343283582089552231e-01,1.645569620253164445e-01,7.692307692307692735e-02,1.063829787234042562e-01,8.634538152610442274e-02,8.450704225352112520e-02,5.128205128205128027e-02,9.348441926345608943e-02,8.791208791208791895e-02,8.219178082191780366e-02,9.333333333333333759e-02,1.342281879194630878e-01,1.159420289855072478e-01,9.278350515463917869e-02,5.112781954887218178e-02,1.154929577464788720e-01,9.225092250922509174e-02,9.917355371900826722e-02,8.797653958944282038e-02,6.116207951070336268e-02,1.878453038674033071e-01,1.015228426395939076e-01,1.080332409972299124e-01,1.179775280898876372e-01,9.225092250922509174e-02,6.077348066298342288e-02,4.761904761904761640e-02,7.308970099667774778e-02,5.000000000000000278e-02,9.756097560975610095e-02,1.627906976744186163e-01,6.289308176100628922e-02,7.619047619047619735e-02,9.974424552429667079e-02,1.111111111111111049e-01,8.176100628930817182e-02,6.229508196721311730e-02,5.450236966824644619e-02,7.619047619047619735e-02,1.311475409836065642e-01,6.810035842293907238e-02,6.077348066298342288e-02,7.675438596491228338e-02
7.962529274004684354e-02,0.000000000000000000e+00,1.197183098591549227e-01,2.740585774058577617e-01,2.902137232845894421e-01,3.422818791946308781e-01,1.374172185430463655e-01,2.404526166902404560e-01,2.826552462526766840e-01,9.607843137254902521e-02,3.268292682926829396e-01,3.174273858921161651e-01,8.571428571428571508e-02,6.105769230769231282e-01,4.007782101167315369e-01,3.079754601226993849e-01,5.408560311284046351e-01,2.008456659619450302e-01,3.654916512059369071e-01,5.175781250000000000e-01,5.408560311284046351e-01,2.926829268292682751e-01,1.473214285714285754e-01,2.987012987012986898e-01,3.373737373737373813e-01,3.324360699865410718e-01,7.304785894206548835e-02,2.586466165413534024e-01,1.522309711286089218e-01,5.900473933649289515e-01,2.714570858283433252e-01,1.141804788213627991e-01,1.149425287356321823e-01,3.101092896174863500e-01,3.518072289156626287e-01,5.393053016453381865e-01,2.358490566037735880e-01,3.191094619666048349e-01,6.279620853080568610e-01,5.695538057742781657e-01,6.194225721784777372e-01,2.780373831775700966e-01,2.754491017964071919e-01,2.253521126760563431e-01,1.528089887640449451e-01,3.422818791946308781e-01,3.533980582524272052e-01,4.525547445255474477e-01,4.881889763779527769e-01,6.350364963503649651e-01,3.556485355648535407e-01,1.834862385321101019e-01,2.270450751252086896e-01,1.398373983739837345e-01,1.876484560570071125e-01,2.258726899383983466e-01,2.618705035971223283e-01,3.375451263537906366e-01,4.411085450346420300e-01,3.342281879194630712e-01,1.452380952380952495e-01,2.043269230769230727e-01,3.284823284823285006e-01,6.797900262467191368e-01,3.689138576779026346e-01,1.948310139165009836e-01,5.693430656934306278e-01,4.076576576576576572e-01,3.369175627240143522e-01,6.797900262467191368e-01,9.203980099502487300e-02,3.552036199095022773e-01,2.618705035971223283e-01,5.408560311284046351e-01
2.482269503546099265e-01,1.197183098591549227e-01,0.000000000000000000e+00,1.289198606271776959e-01,6.815365551425031643e-02,7.196401799100449193e-02,1.323943661971830887e-01,8.226691042047531988e-02,6.908665105386416205e-02,1.093117408906882637e-01,2.159624413145539990e-01,1.589403973509933843e-01,9.777777777777778290e-02,1.257309941520467766e-01,9.848484848484848064e-02,7.280219780219780723e-02,1.118421052631578955e-01,4.292929292929292817e-01,1.053921568627450983e-01,1.131221719457013580e-01,1.118421052631578955e-01,1.505791505791505835e-01,2.052631578947368418e-01,7.095926412614980694e-02,1.220238095238095205e-01,7.142857142857142461e-02,3.177570093457943723e-01,1.452282157676348662e-01,2.622950819672131284e-01,1.352941176470588147e-01,1.282051282051281937e-01,1.636363636363636354e-01,4.084507042253521236e-01,1.289782244556113844e-01,1.596638655462184753e-01,1.184738955823293194e-01,1.639042357274401451e-01,8.396946564885496289e-02,1.323943661971830887e-01,1.549815498154981652e-01,1.487889273356401421e-01,1.592920353982300863e-01,1.346153846153846090e-01,2.272727272727272652e-01,1.231527093596059136e-01,7.196401799100449193e-02,1.638418079096045088e-01,1.386861313868613110e-01,1.701244813278008361e-01,1.449704142011834229e-01,8.035714285714286309e-02,2.692307692307692180e-01,1.968085106382978788e-01,1.304347826086956486e-01,1.139896373056994844e-01,1.512915129151291560e-01,8.424908424908425508e-02,8.056872037914691864e-02,1.337792642140468169e-01,7.587253414264036322e-02,1.395348837209302306e-01,2.067039106145251437e-01,7.926829268292683028e-02,1.414790996784565935e-01,1.861702127659574380e-01,2.107279693486590055e-01,1.180124223602484479e-01,1.258278145695364281e-01,8.470588235294117252e-02,1.414790996784565935e-01,2.833333333333333259e-01,9.407665505226481262e-02,8.424908424908425508e-02,1.118421052631578955e-01
9.608540925266903510e-02,2.740585774058577617e-01,1.289198606271776959e-01,0.000000000000000000e+00,1.558139534883720978e-01,1.634615384615384637e-01,1.361702127659574491e-01,1.868852459016393519e-01,1.585365853658536606e-01,6.842105263157895190e-02,5.515873015873016261e-01,8.976377952755905110e-01,9.221902017291065679e-02,3.256410256410256499e-01,2.167381974248926979e-01,1.630573248407643228e-01,5.547445255474452441e-01,1.789772727272727348e-01,3.433179723502304270e-01,5.757575757575758013e-01,5.547445255474452441e-01,2.835820895522387919e-01,1.424050632911392500e-01,1.562881562881562880e-01,2.354368932038835016e-01,1.657381615598885749e-01,7.058823529411764608e-02,5.000000000000000000e-01,1.818181818181818232e-01,2.949999999999999845e-01,4.319526627218934767e-01,1.105651105651105637e-01,1.292517006802721136e-01,2.554517133956386021e-01,5.280898876404493958e-01,4.945770065075921762e-01,2.165605095541401348e-01,3.609756097560975485e-01,3.120393120393120667e-01,2.824207492795389185e-01,3.295128939828080306e-01,5.634920634920634885e-01,3.278688524590163689e-01,2.291105121293800506e-01,1.612903225806451568e-01,1.634615384615384637e-01,7.215189873417721111e-01,4.653465346534653713e-01,3.311897106109324973e-01,3.803191489361701927e-01,4.183381088825214866e-01,2.346938775510204189e-01,2.150313152400835093e-01,1.345755693581780488e-01,2.996254681647940177e-01,1.903485254691688888e-01,1.907894736842105365e-01,3.394077448747152559e-01,2.526595744680851241e-01,1.648199445983379585e-01,1.428571428571428492e-01,3.082706766917293062e-01,4.294117647058823262e-01,3.091397849462365621e-01,3.379629629629629650e-01,1.820580474934037074e-01,4.057142857142856940e-01,2.620320855614973188e-01,2.052845528455284618e-01,3.091397849462365621e-01,9.578544061302682322e-02,4.719471947194719408e-01,1.907894736842105365e-01,5.547445255474452441e-01
4.702970297029702984e-02,2.902137232845894421e-01,6.815365551425031643e-02,1.558139534883720978e-01,0.000000000000000000e+00,5.792474344355758031e-01,1.308016877637130926e-01,4.389965792474344597e-01,8.471411901983664228e-01,9.006928406466513382e-02,1.612500000000000044e-01,1.805555555555555525e-01,8.907363420427553968e-02,2.803398058252427050e-01,3.743781094527363074e-01,8.942558746736292141e-01,3.005524861878453025e-01,1.198589894242068216e-01,2.567264573991031584e-01,2.882483370288248525e-01,3.005524861878453025e-01,1.676718938480096510e-01,8.443908323281061612e-02,9.386422976501305193e-01,2.062211981566820229e-01,5.678449258836943958e-01,3.312101910828025436e-02,2.015732546705998052e-01,7.571801566579634823e-02,2.784503631961259273e-01,1.939252336448598069e-01,9.877913429522752753e-02,7.407407407407406996e-02,2.619718309859154770e-01,1.650246305418719139e-01,2.915789473684210487e-01,2.145522388059701580e-01,2.286995515695067205e-01,2.701421800947867435e-01,2.651222651222651105e-01,2.603773584905660354e-01,1.577639751552795122e-01,1.339977851605758663e-01,1.321184510250569544e-01,1.197007481296758075e-01,5.792474344355758031e-01,1.929437706725468660e-01,2.108508014796547370e-01,2.158365261813537661e-01,2.905982905982906206e-01,2.124413145539906234e-01,1.014669926650366705e-01,1.727748691099476319e-01,1.359832635983263538e-01,1.090225563909774376e-01,1.378910776361529644e-01,4.505747126436781547e-01,2.455752212389380462e-01,2.319902319902319987e-01,8.002610966057440711e-01,7.980049875311720498e-02,1.061173533083645398e-01,2.004689331770222738e-01,2.860727728983689100e-01,2.170119956379498449e-01,1.294387170675830590e-01,2.576312576312576041e-01,2.453760789149198596e-01,2.293478260869565299e-01,2.860727728983689100e-01,5.641025641025641107e-02,2.014652014652014711e-01,4.505747126436781547e-01,3.005524861878453025e-01
5.112781954887218178e-02,3.422818791946308781e-01,7.196401799100449193e-02,1.634615384615384637e-01,5.792474344355758031e-01,0.000000000000000000e+00,1.266747868453105830e-01,5.067567567567567988e-01,5.424274973147154011e-01,1.178120617110799406e-01,1.902587519025875085e-01,1.926229508196721230e-01,1.063218390804597652e-01,3.372606774668630569e-01,5.476575121163166360e-01,6.158612143742254741e-01,3.341968911917098661e-01,1.320224719101123489e-01,2.849604221635884116e-01,3.198959687906371974e-01,3.341968911917098661e-01,1.933139534883721034e-01,8.513708513708513614e-02,6.004784688995215003e-01,2.465373961218836618e-01,9.838449111470113362e-01,3.588143525741029766e-02,1.852260198456449902e-01,9.369951534733440834e-02,3.250728862973760735e-01,2.035763411279229718e-01,9.908735332464145562e-02,8.071748878923766524e-02,2.560335781741867600e-01,1.907600596125186287e-01,3.202933985330073119e-01,2.094240837696335067e-01,2.519788918205804751e-01,3.214285714285714524e-01,3.227848101265822778e-01,3.133640552995391459e-01,1.822289156626505924e-01,1.419270833333333426e-01,1.571038251366120297e-01,1.093057607090103384e-01,1.000000000000000000e+00,2.033462033462033469e-01,2.481315396113602523e-01,2.597809076682315865e-01,3.461538461538461453e-01,2.514124293785310882e-01,1.120943952802359866e-01,1.779661016949152519e-01,1.326899879372738233e-01,1.215805471124620091e-01,1.533149171270718203e-01,8.012924071082391242e-01,2.664941785252263884e-01,2.751479289940828576e-01,6.603773584905660021e-01,9.104704097116843309e-02,1.282442748091603135e-01,2.352112676056337948e-01,3.445635528330781017e-01,2.312579415501906099e-01,1.292059219380888302e-01,3.062130177514792995e-01,2.804154302670623378e-01,2.503176620076238978e-01,3.445635528330781017e-01,6.279434850863421791e-02,2.381656804733727761e-01,8.012924071082391242e-01,3.341968911917098661e-01
1.060171919770773602e-01,1.374172185430463655e-01,1.323943661971830887e-01,1.361702127659574491e-01,1.308016877637130926e-01,1.266747868453105830e-01,0.000000000000000000e+00,1.123439667128987574e-01,1.354903943377148701e-01,1.334894613583138268e-01,1.009389671361502344e-01,1.336032388663967729e-01,9.330143540669856572e-02,1.059479553903345667e-01,8.768971332209106462e-02,1.235827664399093001e-01,1.291338582677165336e-01,1.966019417475728115e-01,9.618573797678275916e-02,1.268057784911717500e-01,1.291338582677165336e-01,9.956709956709956788e-02,1.030150753768844241e-01,1.276127612761276120e-01,1.013133208255159456e-01,1.240786240786240779e-01,1.072555205047318605e-01,2.512315270935960854e-01,4.899135446685878859e-02,9.558823529411764053e-02,9.765625000000000000e-02,7.320261437908496260e-01,7.611548556430446089e-02,5.294117647058823595e-01,1.146788990825688137e-01,1.413690476190476164e-01,3.713355048859934837e-01,9.844559585492228260e-02,1.167883211678832078e-01,8.506224066390041805e-02,8.617234468937876035e-02,9.512761020881670138e-02,1.923890063424947283e-01,1.684901531728665303e-01,7.881773399014778414e-02,1.266747868453105830e-01,1.518518518518518490e-01,1.035940803382663783e-01,8.849557522123893682e-02,1.076066790352504660e-01,8.935361216730038081e-02,1.886792452830188815e-01,2.267657992565055847e-01,9.440993788819875832e-01,7.868020304568527912e-02,1.130063965884861438e-01,1.248246844319775561e-01,1.044776119402985037e-01,8.498023715415019275e-02,1.207317073170731669e-01,5.729166666666666435e-02,8.951406649616368283e-02,9.090909090909091161e-02,9.073359073359073268e-02,2.081031307550644527e-01,9.355509355509356029e-02,1.089494163424124529e-01,7.212475633528264707e-02,1.018062397372742206e-01,9.073359073359073268e-02,4.899135446685878859e-02,9.394572025052191910e-02,1.248246844319775561e-01,1.291338582677165336e-01
5.688073394495413160e-02,2.404526166902404560e-01,8.226691042047531988e-02,1.868852459016393519e-01,4.389965792474344597e-01,5.067567567567567988e-01,1.123439667128987574e-01,0.000000000000000000e+00,4.240780911062906888e-01,8.186195826645265017e-02,2.271880819366852988e-01,2.214983713355048733e-01,8.375209380234506507e-02,2.500000000000000000e-01,3.338658146964856299e-01,4.670807453416149224e-01,2.475928473177441413e-01,1.383333333333333359e-01,2.369186046511627952e-01,2.492997198879551846e-01,2.475928473177441413e-01,2.202797202797202869e-01,8.635578583765111949e-02,4.516129032258064391e-01,2.431999999999999995e-01,5.136986301369863561e-01,3.441682600382409141e-02,1.944792973651192081e-01,1.169354838709677352e-01,2.616372391653290497e-01,2.227642276422764356e-01,8.925869894099848489e-02,9.689213893967092706e-02,2.532088681446907907e-01,1.838879159369527228e-01,2.444733420026007908e-01,1.848450057405281177e-01,2.040816326530612290e-01,2.434108527131783051e-01,2.465034965034965109e-01,2.534246575342465890e-01,2.169117647058823595e-01,1.304347826086956486e-01,1.510333863275039878e-01,1.254480286738351158e-01,5.067567567567567988e-01,2.192192192192192191e-01,2.150170648464163892e-01,2.222222222222222099e-01,2.531847133757961776e-01,1.959247648902821271e-01,1.267857142857142794e-01,1.821974965229485321e-01,1.147540983606557402e-01,1.367837338262476998e-01,1.502423263327948288e-01,5.821371610845295086e-01,2.022471910112359494e-01,2.399328859060402552e-01,5.067934782608695121e-01,7.971014492753622505e-02,1.492537313432835688e-01,1.968253968253968200e-01,2.520729684908789570e-01,2.496307237813884805e-01,1.383147853736088895e-01,2.179487179487179516e-01,2.478920741989882048e-01,1.958333333333333315e-01,2.520729684908789570e-01,7.992202729044833864e-02,1.979865771812080455e-01,5.821371610845295086e-01,2.475928473177441413e-01
5.158264947245017745e-02,2.826552462526766840e-01,6.908665105386416205e-02,1.585365853658536606e-01,8.471411901983664228e-01,5.424274973147154011e-01,1.354903943377148701e-01,4.240780911062906888e-01,0.000000000000000000e+00,8.862144420131290445e-02,1.570247933884297564e-01,1.821192052980132314e-01,8.886389201349831346e-02,2.683486238532110102e-01,3.520467836257309968e-01,8.384332925336597242e-01,2.980972515856236682e-01,1.192865105908584161e-01,2.494669509594882595e-01,2.863202545068929128e-01,2.980972515856236682e-01,1.659038901601830596e-01,8.447488584474885376e-02,8.800489596083230781e-01,2.065934065934065811e-01,5.316863587540279212e-01,3.357314148681055099e-02,2.112274024738344524e-01,7.099143206854345578e-02,2.680412371134020533e-01,1.882613510520487199e-01,1.027542372881355970e-01,7.719298245614035492e-02,2.635869565217391353e-01,1.606519208381839425e-01,2.935222672064777272e-01,2.189189189189189311e-01,2.228144989339019277e-01,2.603815937149270288e-01,2.533333333333333548e-01,2.491103202846975118e-01,1.510538641686182681e-01,1.351636747624075929e-01,1.383442265795206960e-01,1.112412177985948464e-01,5.424274973147154011e-01,1.976744186046511531e-01,2.039627039627039673e-01,2.069795427196149118e-01,2.809248554913295060e-01,2.098214285714285754e-01,9.677419354838709409e-02,1.745235707121364221e-01,1.404212637913741235e-01,1.037735849056603821e-01,1.452328159645232819e-01,4.225352112676056260e-01,2.389473684210526305e-01,2.240184757505773727e-01,7.503059975520195435e-01,7.882352941176470895e-02,1.062573789846517069e-01,1.984392419175027844e-01,2.733727810650887768e-01,2.181628392484342427e-01,1.247288503253796144e-01,2.497109826589595238e-01,2.337209302325581328e-01,2.248704663212435229e-01,2.733727810650887768e-01,5.421686746987951916e-02,1.923963133640552992e-01,4.225352112676056260e-01,2.980972515856236682e-01
1.025641025641025605e-01,9.607843137254902521e-02,1.093117408906882637e-01,6.842105263157895190e-02,9.006928406466513382e-02,1.178120617110799406e-01,1.334894613583138268e-01,8.186195826645265017e-02,8.862144420131290445e-02,0.000000000000000000e+00,7.570977917981072669e-02,7.196029776674937872e-02,5.518867924528302327e-01,7.356321839080459668e-02,9.533898305084745339e-02,8.964646464646464086e-02,7.678244972577696892e-02,1.265432098765432167e-01,7.028112449799196748e-02,7.894736842105262720e-02,7.678244972577696892e-02,6.145251396648044456e-02,8.741258741258740861e-02,8.859223300970874015e-02,5.760368663594470084e-02,1.194879089615931700e-01,9.313725490196078649e-02,1.083916083916083850e-01,4.888888888888889145e-02,7.586206896551724033e-02,5.853658536585366196e-02,1.388101983002832940e-01,5.617977528089887485e-02,1.085043988269794729e-01,7.831325301204819511e-02,8.858603066439522944e-02,1.069767441860465101e-01,6.947368421052631249e-02,8.520179372197309031e-02,6.756756756756757132e-02,7.532467532467532201e-02,5.198776758409785759e-02,8.728179551122194901e-02,1.092896174863387942e-01,5.802047781569966145e-02,1.178120617110799406e-01,8.333333333333332871e-02,7.945205479452055464e-02,6.744868035190615396e-02,7.816091954022988397e-02,5.952380952380952051e-02,1.340579710144927661e-01,9.240246406570841453e-02,1.501154734411085379e-01,5.693950177935942769e-02,9.141274238227146964e-02,1.214642262895174740e-01,7.171314741035857143e-02,6.582278481012658611e-02,8.953168044077135235e-02,5.703422053231939348e-02,6.810035842293907238e-02,5.314009661835748799e-02,7.107843137254901689e-02,1.022964509394572036e-01,8.152173913043478382e-02,7.804878048780487798e-02,6.565656565656566301e-02,7.100591715976331542e-02,7.107843137254901689e-02,3.964757709251101603e-02,6.451612903225806273e-02,1.214642262895174740e-01,7.678244972577696892e-02
